experience_coding,python_user,r_user,sql_user,most_used,compensation,position
1.6,True,True,False,Scikit-learn,70593,Beginner
8.8,True,True,False,Keras,25896,Junior
0.73,False,False,False,,346,Beginner
5.4,True,False,False,Keras,66072,Beginner
24.3,False,True,False,TensorFlow,258228,Expert
0.0,False,False,False,,60783,Beginner
1.8,True,False,True,TensorFlow,61385,Beginner
13.6,True,False,False,,50510,Intermediate
3.7,True,False,False,PyTorch,63640,Beginner
12.4,True,False,True,Scikit-learn,1316,Intermediate
1.2,True,False,False,,58004,Beginner
1.6,True,False,False,Keras,72833,Beginner
0.64,True,False,True,,53821,Beginner
0.27,True,False,False,,922,Beginner
1.9,False,False,True,,71914,Beginner
9.6,True,True,False,,1516,Junior
3.2,True,False,True,Scikit-learn,5774,Beginner
1.2,False,True,False,Keras,9217,Beginner
2.3,True,False,False,TensorFlow,10247,Beginner
2.4,True,False,False,,520,Beginner
1.0,True,False,False,Scikit-learn,51025,Beginner
4.8,True,False,False,TensorFlow,33906,Beginner
1.4,True,True,False,Scikit-learn,245039,Beginner
13.3,True,True,False,Scikit-learn,82434,Intermediate
0.85,True,False,False,,63769,Beginner
16.3,True,False,False,Keras,55047,Senior
3.2,True,False,True,TensorFlow,22491,Beginner
1.8,True,False,False,TensorFlow,54221,Beginner
0.0,False,False,False,,1614,Beginner
0.52,True,False,False,Scikit-learn,924,Beginner
1.1,True,True,True,Scikit-learn,110509,Beginner
0.54,False,False,False,,59241,Beginner
5.4,True,False,True,Scikit-learn,52384,Beginner
2.7,True,False,False,,72042,Beginner
2.5,True,False,False,Scikit-learn,56107,Beginner
2.9,True,True,True,Scikit-learn,62,Beginner
0.55,True,False,False,,65592,Beginner
3.7,True,False,True,TensorFlow,17872,Beginner
0.96,True,False,False,,55302,Beginner
10.4,True,False,False,Scikit-learn,13857,Junior
0.32,False,True,True,,73399,Beginner
1.8,True,True,True,PyTorch,65551,Beginner
14.9,True,False,False,Scikit-learn,4959,Intermediate
0.8,True,True,False,,9574,Beginner
0.0,False,False,False,,1677,Beginner
13.4,True,False,False,PyTorch,237372,Intermediate
2.5,True,False,False,Keras,1130,Beginner
2.6,True,False,True,TensorFlow,65547,Beginner
1.0,False,True,True,,60759,Beginner
0.87,True,False,False,,60272,Beginner
0.52,True,False,True,Scikit-learn,690,Beginner
2.2,True,True,False,Scikit-learn,857,Beginner
3.4,True,False,False,Scikit-learn,66141,Beginner
12.1,True,True,True,Scikit-learn,702,Intermediate
8.2,True,False,True,Keras,746,Junior
1.0,True,False,False,,51592,Beginner
0.41,True,True,True,,73123,Beginner
4.5,True,True,True,PyTorch,58110,Beginner
2.9,True,False,False,,50542,Beginner
2.2,True,False,False,TensorFlow,61470,Beginner
1.5,True,False,False,Scikit-learn,68607,Beginner
1.5,True,False,False,Scikit-learn,41521,Beginner
24.2,True,False,True,Keras,11876,Expert
0.95,True,False,False,Scikit-learn,53128,Beginner
7.8,True,True,False,PyTorch,60549,Junior
0.43,True,True,True,TensorFlow,59122,Beginner
3.8,True,False,True,,59555,Beginner
0.79,True,False,False,Scikit-learn,7056,Beginner
28.7,True,False,False,Scikit-learn,26990,Expert
0.58,True,False,True,TensorFlow,1474,Beginner
2.8,True,False,False,PyTorch,17439,Beginner
2.3,True,False,False,TensorFlow,181,Beginner
0.44,True,False,True,Scikit-learn,31134,Beginner
23.7,True,False,False,TensorFlow,274227,Expert
1.3,True,False,False,,9364,Beginner
3.0,True,False,False,,69436,Beginner
4.9,True,False,False,,19298,Beginner
1.8,True,False,False,Scikit-learn,66048,Beginner
17.6,True,False,False,PyTorch,11948,Senior
2.5,True,False,True,PyTorch,77447,Beginner
2.2,False,True,True,,24559,Beginner
2.6,True,False,False,Scikit-learn,64798,Beginner
3.3,False,True,False,,291099,Beginner
3.2,True,True,False,Keras,23113,Beginner
6.5,True,False,False,Scikit-learn,52276,Junior
9.1,True,False,True,Keras,60254,Junior
24.2,True,True,True,Scikit-learn,1380746,Expert
8.8,True,False,True,Scikit-learn,9846,Junior
1.7,True,False,False,TensorFlow,71028,Beginner
0.94,True,False,False,Scikit-learn,7,Beginner
0.74,True,True,True,TensorFlow,71380,Beginner
0.92,True,False,False,,5779,Beginner
3.1,False,False,False,,54794,Beginner
9.0,True,False,True,Scikit-learn,72003,Junior
9.0,True,False,True,Scikit-learn,109373,Junior
23.3,True,False,False,TensorFlow,68929,Expert
2.6,True,False,False,TensorFlow,57167,Beginner
5.7,True,False,False,PyTorch,67397,Beginner
1.7,True,False,True,Keras,4049,Beginner
6.9,True,True,True,PyTorch,78837,Junior
4.7,True,True,False,TensorFlow,53416,Beginner
0.93,True,False,True,,64426,Beginner
1.3,True,False,False,,66196,Beginner
2.3,True,False,True,PyTorch,67022,Beginner
0.0,False,False,False,,4754,Beginner
4.2,True,False,False,,58168,Beginner
0.93,True,True,False,,62851,Beginner
6.9,False,False,False,,72692,Junior
0.74,True,False,False,Scikit-learn,386,Beginner
0.76,True,False,False,,70753,Beginner
2.0,True,False,False,Scikit-learn,31322,Beginner
0.42,True,True,False,,56683,Beginner
22.9,True,True,True,Keras,74326,Expert
4.4,True,True,True,Scikit-learn,29475,Beginner
2.0,True,False,True,Keras,67437,Beginner
16.8,True,True,True,Scikit-learn,4830,Senior
2.6,True,True,False,PyTorch,16482,Beginner
2.4,True,False,False,Scikit-learn,13981,Beginner
2.1,True,False,True,Scikit-learn,68819,Beginner
0.35,True,False,True,,5515,Beginner
0.97,False,False,False,,166871,Beginner
2.9,False,False,False,,65347,Beginner
1.1,True,True,True,Keras,70723,Beginner
1.4,True,False,False,Scikit-learn,51143,Beginner
4.9,True,False,True,,6902,Beginner
26.3,True,True,False,Keras,406816,Expert
0.34,True,False,False,Scikit-learn,5933,Beginner
1.0,True,False,True,Scikit-learn,11787,Beginner
1.2,True,False,True,Scikit-learn,69165,Beginner
0.37,False,False,False,TensorFlow,1388,Beginner
0.32,True,False,False,TensorFlow,7712,Beginner
1.7,True,False,False,TensorFlow,66390,Beginner
1.2,True,False,True,Scikit-learn,714,Beginner
1.7,True,False,False,Scikit-learn,59116,Beginner
0.59,True,False,True,,52624,Beginner
9.1,True,True,True,Scikit-learn,80665,Junior
2.9,False,False,False,,883,Beginner
3.6,True,False,True,TensorFlow,53261,Beginner
2.8,True,False,False,PyTorch,72535,Beginner
20.8,True,False,True,TensorFlow,196354,Senior
6.4,True,False,False,Keras,69314,Junior
28.1,True,False,True,Scikit-learn,69438,Expert
0.35,False,True,False,,56472,Beginner
12.2,True,True,True,TensorFlow,58867,Intermediate
11.7,True,False,True,TensorFlow,5817,Intermediate
2.6,True,False,True,PyTorch,8936,Beginner
8.1,True,False,True,TensorFlow,68740,Junior
4.6,False,True,False,,93196,Beginner
4.6,True,False,False,Keras,1950,Beginner
0.51,True,False,False,Keras,488,Beginner
1.0,True,False,False,Scikit-learn,58184,Beginner
8.6,True,False,False,PyTorch,154416,Junior
0.33,True,False,True,Keras,60844,Beginner
0.37,True,False,True,Scikit-learn,203931,Beginner
2.6,True,False,True,PyTorch,19288,Beginner
16.2,True,True,False,PyTorch,542,Senior
2.7,True,False,False,Scikit-learn,65104,Beginner
0.74,True,False,False,,54089,Beginner
7.7,True,False,False,TensorFlow,92290,Junior
0.57,False,False,False,,63178,Beginner
26.7,True,False,True,Keras,51519,Expert
0.0,False,False,False,,26141,Beginner
28.0,True,False,True,Scikit-learn,169809,Expert
0.42,True,False,True,Scikit-learn,1681,Beginner
14.6,True,False,True,Scikit-learn,15050,Intermediate
0.97,False,False,False,,3242,Beginner
2.3,True,False,False,PyTorch,72209,Beginner
11.4,True,False,True,Scikit-learn,194979,Intermediate
28.5,True,False,False,Keras,120151,Expert
3.8,True,False,False,,54426,Beginner
6.8,True,False,False,Scikit-learn,51122,Junior
2.3,True,False,True,PyTorch,438,Beginner
2.2,True,False,True,,62886,Beginner
25.4,False,True,False,,85263,Expert
2.7,True,False,False,,49953,Beginner
7.1,True,False,False,Keras,23862,Junior
18.1,True,False,True,Scikit-learn,5719,Senior
6.6,True,True,False,TensorFlow,51044,Junior
2.7,True,False,True,TensorFlow,57361,Beginner
0.89,True,False,False,Scikit-learn,1319,Beginner
2.6,True,False,False,Scikit-learn,4008,Beginner
0.27,True,False,False,Scikit-learn,267,Beginner
4.1,False,False,True,,58840,Beginner
4.4,True,False,False,,62247,Beginner
0.9,True,True,True,PyTorch,54102,Beginner
1.3,True,False,True,Scikit-learn,51367,Beginner
2.2,True,False,True,,74792,Beginner
0.0,False,False,False,,59331,Beginner
1.7,True,False,True,PyTorch,11570,Beginner
19.2,True,False,True,PyTorch,69328,Senior
3.8,False,False,False,,65192,Beginner
0.41,False,False,False,,50337,Beginner
4.7,True,False,True,TensorFlow,1522,Beginner
3.6,True,False,False,TensorFlow,816,Beginner
2.6,False,True,False,,214472,Beginner
1.1,True,False,False,Scikit-learn,58403,Beginner
1.3,True,False,True,Scikit-learn,68477,Beginner
1.5,True,False,True,Scikit-learn,73850,Beginner
0.77,True,False,False,,57789,Beginner
4.2,True,True,True,Scikit-learn,64107,Beginner
1.2,True,False,True,,65495,Beginner
9.0,True,False,False,TensorFlow,16725,Junior
0.75,True,False,False,Scikit-learn,4502,Beginner
6.3,True,False,False,Scikit-learn,17735,Junior
2.8,True,True,True,Scikit-learn,60755,Beginner
23.2,False,False,False,,60512,Expert
0.37,False,False,False,,70295,Beginner
0.0,False,False,False,,1717,Beginner
1.1,True,True,False,TensorFlow,53050,Beginner
10.0,False,False,False,,56380,Junior
0.3,True,True,False,Keras,72207,Beginner
3.6,True,False,True,Scikit-learn,760,Beginner
0.97,True,False,False,,62531,Beginner
1.4,True,False,False,TensorFlow,56976,Beginner
3.8,True,False,False,,60093,Beginner
2.7,True,False,False,,1679,Beginner
2.9,True,False,False,TensorFlow,50767,Beginner
0.98,False,True,False,,249,Beginner
0.35,False,False,False,,60045,Beginner
2.0,True,False,False,Scikit-learn,51170,Beginner
2.3,True,False,True,Scikit-learn,53231,Beginner
2.7,True,False,False,Scikit-learn,60211,Beginner
25.4,False,False,True,,79,Expert
5.6,True,False,False,Scikit-learn,23716,Beginner
9.6,True,True,True,Scikit-learn,72562,Junior
3.8,True,False,False,Scikit-learn,6392,Beginner
19.5,False,True,False,,49,Senior
1.4,False,False,False,,914,Beginner
1.6,True,True,True,Scikit-learn,406,Beginner
2.0,True,False,False,Scikit-learn,172,Beginner
4.4,True,False,True,PyTorch,57701,Beginner
0.0,False,False,False,,81549,Beginner
0.85,True,False,False,PyTorch,67124,Beginner
7.8,True,False,True,Keras,249112,Junior
1.2,True,True,False,Scikit-learn,18436,Beginner
0.0,False,False,False,,566,Beginner
26.9,True,False,False,PyTorch,63411,Expert
5.2,True,False,True,Scikit-learn,1076,Beginner
1.6,True,False,False,Scikit-learn,70798,Beginner
2.8,True,False,True,TensorFlow,1553,Beginner
20.6,True,False,True,TensorFlow,58255,Senior
2.6,True,True,False,Scikit-learn,63520,Beginner
1.9,True,False,True,Scikit-learn,70718,Beginner
2.6,True,False,False,Scikit-learn,67158,Beginner
0.42,True,False,False,,7475,Beginner
15.8,False,False,False,TensorFlow,93965,Intermediate
1.4,True,False,False,Scikit-learn,68583,Beginner
24.4,True,True,False,TensorFlow,32959,Expert
3.9,True,True,True,TensorFlow,4492,Beginner
26.9,True,False,False,Keras,52685,Expert
9.9,True,False,True,Keras,211381,Junior
0.26,True,True,True,Scikit-learn,40478,Beginner
8.5,False,False,True,,20932,Junior
0.24,True,True,True,,71681,Beginner
4.9,False,True,False,,73981,Beginner
4.4,True,False,False,Scikit-learn,50472,Beginner
2.0,True,False,False,,53720,Beginner
0.98,True,False,True,,63917,Beginner
2.4,True,False,True,Keras,54930,Beginner
2.6,True,False,True,,65248,Beginner
0.21,True,True,True,PyTorch,55475,Beginner
4.8,True,False,False,Scikit-learn,23462,Beginner
16.9,False,False,True,Scikit-learn,125292,Senior
5.1,False,True,False,,221454,Beginner
26.3,False,False,False,,198290,Expert
2.0,True,False,True,Scikit-learn,66729,Beginner
0.66,True,False,True,,58331,Beginner
1.2,True,False,False,TensorFlow,251,Beginner
0.74,True,False,False,TensorFlow,6857,Beginner
2.7,True,False,False,Scikit-learn,123684,Beginner
2.5,False,False,False,TensorFlow,89,Beginner
1.9,True,False,True,TensorFlow,391,Beginner
2.1,True,False,False,Keras,49172,Beginner
6.1,True,False,False,Scikit-learn,58858,Junior
2.8,True,False,False,,59036,Beginner
0.44,True,False,True,TensorFlow,60965,Beginner
4.4,True,False,True,,59936,Beginner
0.63,True,False,False,Scikit-learn,40540,Beginner
5.0,False,False,False,,95609,Beginner
8.9,True,False,False,Keras,46120,Junior
2.3,True,False,False,PyTorch,1600,Beginner
0.7,True,False,False,Keras,68016,Beginner
16.2,True,False,False,PyTorch,67740,Senior
5.3,True,False,True,Scikit-learn,90239,Beginner
6.3,False,False,True,,64678,Junior
8.9,True,True,False,Scikit-learn,55227,Junior
4.8,True,True,False,TensorFlow,28279,Beginner
2.0,True,False,False,Scikit-learn,55046,Beginner
3.2,True,False,False,Keras,319,Beginner
20.1,False,False,True,Keras,35218,Senior
0.34,True,False,True,Scikit-learn,62720,Beginner
1.0,False,False,True,,2871,Beginner
0.0,False,False,False,,378,Beginner
9.5,True,True,True,Scikit-learn,187846,Junior
3.1,True,False,True,TensorFlow,4898,Beginner
18.7,True,False,False,Scikit-learn,20374,Senior
1.0,True,True,False,Scikit-learn,60657,Beginner
3.0,True,False,False,Scikit-learn,1487,Beginner
0.0,False,False,False,,419,Beginner
0.35,True,False,False,Scikit-learn,5497,Beginner
2.1,True,False,True,,2238,Beginner
14.4,True,False,True,Scikit-learn,28854,Intermediate
0.0,False,False,False,,35248,Beginner
4.7,True,False,True,TensorFlow,1300,Beginner
0.64,True,False,False,,56727,Beginner
0.23,True,True,True,Scikit-learn,58983,Beginner
1.4,True,False,False,,72666,Beginner
0.67,True,False,False,Keras,192,Beginner
4.5,True,False,True,PyTorch,40637,Beginner
1.5,True,False,False,Scikit-learn,37731,Beginner
10.1,True,False,False,TensorFlow,30185,Junior
25.1,True,False,True,Scikit-learn,37003,Expert
3.0,False,False,False,TensorFlow,12182,Beginner
1.9,True,False,True,Scikit-learn,475,Beginner
0.69,True,False,False,,53625,Beginner
1.5,True,False,True,Scikit-learn,74571,Beginner
2.5,True,False,False,TensorFlow,55797,Beginner
2.0,True,False,False,Keras,60105,Beginner
4.1,True,False,True,PyTorch,63916,Beginner
2.4,True,False,True,Scikit-learn,10125,Beginner
0.0,False,False,False,,106,Beginner
29.1,True,False,True,TensorFlow,21956,Expert
0.37,True,False,False,PyTorch,70822,Beginner
2.6,True,True,False,Scikit-learn,121713,Beginner
0.79,True,False,False,Scikit-learn,67441,Beginner
1.1,False,True,False,Keras,23856,Beginner
1.4,True,True,True,Scikit-learn,16566,Beginner
0.4,True,False,True,,61898,Beginner
1.5,True,False,False,Keras,69570,Beginner
0.62,True,True,True,,54429,Beginner
2.8,True,False,False,TensorFlow,68817,Beginner
2.3,True,True,True,TensorFlow,43448,Beginner
3.0,True,False,False,PyTorch,62557,Beginner
2.7,True,False,False,Scikit-learn,61295,Beginner
2.5,True,False,True,PyTorch,69720,Beginner
11.7,True,True,True,Scikit-learn,27538,Intermediate
9.7,True,False,True,,56612,Junior
2.7,False,True,False,Keras,56686,Beginner
2.9,True,False,True,Keras,24161,Beginner
0.0,False,False,False,,2017,Beginner
8.1,True,True,False,Keras,58247,Junior
2.6,True,True,False,TensorFlow,11,Beginner
1.1,True,True,True,Scikit-learn,77473,Beginner
2.4,True,False,False,,65719,Beginner
0.43,False,False,True,PyTorch,499,Beginner
13.0,True,False,False,Scikit-learn,80123,Intermediate
11.5,True,False,True,Keras,6852,Intermediate
0.42,True,False,True,PyTorch,55376,Beginner
1.5,True,False,False,,66041,Beginner
23.5,True,True,False,Keras,275956,Expert
2.0,True,True,False,Scikit-learn,64,Beginner
2.3,True,False,False,Keras,57963,Beginner
1.7,True,False,False,TensorFlow,3174,Beginner
1.1,True,True,False,Scikit-learn,51721,Beginner
1.5,True,False,False,Scikit-learn,53972,Beginner
0.33,True,True,False,,54669,Beginner
9.4,True,True,True,TensorFlow,24370,Junior
6.9,False,False,False,Scikit-learn,99534,Junior
2.6,True,False,False,,51476,Beginner
5.6,True,False,True,,56662,Beginner
3.8,True,False,False,TensorFlow,53601,Beginner
2.8,True,False,False,,62275,Beginner
2.2,True,False,True,Scikit-learn,65955,Beginner
2.2,True,False,True,Scikit-learn,73945,Beginner
5.9,False,False,False,Scikit-learn,11717,Beginner
0.74,True,False,True,,17667,Beginner
0.25,True,False,True,Scikit-learn,8364,Beginner
10.0,True,True,True,Keras,1410,Junior
6.2,True,True,True,TensorFlow,39756,Junior
0.0,False,False,False,,110678,Beginner
3.9,True,False,False,,60918,Beginner
14.5,False,False,True,,61251,Intermediate
3.6,True,False,False,,68740,Beginner
0.54,True,False,False,,67273,Beginner
2.3,True,False,False,TensorFlow,9920,Beginner
0.0,False,False,False,,106,Beginner
0.28,True,False,False,Scikit-learn,70942,Beginner
1.9,True,True,True,Keras,51601,Beginner
0.75,True,True,False,,70928,Beginner
8.2,True,False,False,Scikit-learn,33744,Junior
13.4,True,False,False,Scikit-learn,10758,Intermediate
28.5,True,False,True,TensorFlow,464532,Expert
19.2,True,True,False,TensorFlow,19022,Senior
1.3,True,False,True,Scikit-learn,119722,Beginner
0.97,True,False,False,Scikit-learn,58407,Beginner
28.2,True,True,False,,462,Expert
0.8,True,False,False,,62911,Beginner
2.0,True,True,False,,4098,Beginner
4.1,True,False,False,Keras,39176,Beginner
22.5,True,False,False,PyTorch,38172,Expert
1.6,True,False,True,Scikit-learn,828,Beginner
1.1,True,False,False,PyTorch,73949,Beginner
3.5,True,False,False,Scikit-learn,88643,Beginner
4.6,True,False,False,Scikit-learn,85690,Beginner
23.3,False,False,False,,54829,Expert
2.2,True,True,True,Scikit-learn,50987,Beginner
1.5,True,False,True,PyTorch,68386,Beginner
3.6,True,True,True,PyTorch,57044,Beginner
0.8,True,False,False,,62030,Beginner
2.5,True,False,True,Scikit-learn,61748,Beginner
28.0,True,False,True,Scikit-learn,56427,Expert
5.8,True,False,True,Scikit-learn,55924,Beginner
0.0,False,False,False,,2380,Beginner
1.5,True,False,False,,56967,Beginner
9.5,True,False,True,Scikit-learn,62672,Junior
4.7,False,True,True,,9267,Beginner
0.0,False,False,False,,36845,Beginner
18.8,True,True,True,TensorFlow,113194,Senior
0.86,True,False,False,,67936,Beginner
0.0,False,False,False,,375,Beginner
2.6,True,False,True,,7354,Beginner
0.87,False,True,True,,30293,Beginner
6.1,True,True,False,PyTorch,18985,Junior
26.0,True,True,False,TensorFlow,75183,Expert
1.7,False,False,False,,378,Beginner
2.6,True,False,True,TensorFlow,20674,Beginner
0.78,True,False,False,,53964,Beginner
4.4,True,False,True,PyTorch,6333,Beginner
23.6,True,True,True,Scikit-learn,226,Expert
2.0,True,True,True,Scikit-learn,66865,Beginner
0.58,True,False,False,Scikit-learn,73545,Beginner
2.2,True,True,True,Scikit-learn,68902,Beginner
0.49,True,False,True,PyTorch,2638,Beginner
4.1,True,False,False,Scikit-learn,51333,Beginner
1.4,True,False,False,Keras,958,Beginner
0.39,True,False,False,,693,Beginner
22.8,True,True,True,Scikit-learn,112245,Expert
4.3,True,False,False,Scikit-learn,68931,Beginner
3.6,True,False,False,Scikit-learn,66634,Beginner
0.41,True,True,True,,54138,Beginner
0.45,False,False,False,,1334,Beginner
2.2,True,False,True,Scikit-learn,1416,Beginner
1.5,True,True,True,,64104,Beginner
2.6,True,False,False,TensorFlow,68498,Beginner
0.66,True,False,False,,7402,Beginner
16.8,True,True,True,Scikit-learn,251970,Senior
6.1,True,True,False,Scikit-learn,19027,Junior
2.5,True,False,False,Keras,514,Beginner
1.8,True,False,True,Keras,203543,Beginner
0.65,True,False,False,,56404,Beginner
6.3,True,False,False,Keras,194033,Junior
0.3,False,False,False,,867,Beginner
16.8,True,False,True,TensorFlow,82270,Senior
9.9,True,False,True,TensorFlow,106028,Junior
9.4,True,False,True,Keras,65474,Junior
27.3,True,False,True,Scikit-learn,114781,Expert
0.9,True,False,True,,68060,Beginner
0.3,True,False,False,,50065,Beginner
4.4,True,False,True,Scikit-learn,61847,Beginner
0.0,False,False,False,,16855,Beginner
0.28,True,True,True,TensorFlow,294,Beginner
0.0,False,False,False,,840,Beginner
28.6,True,False,False,Keras,272,Expert
0.44,False,True,True,,5525,Beginner
0.28,True,False,False,TensorFlow,60689,Beginner
0.38,True,False,False,Scikit-learn,65753,Beginner
3.6,True,True,True,PyTorch,17503,Beginner
2.1,True,False,False,,58427,Beginner
20.9,True,False,True,Scikit-learn,73392,Senior
6.1,True,False,False,Scikit-learn,79185,Junior
0.92,True,False,True,,59531,Beginner
4.2,True,False,False,PyTorch,1994,Beginner
1.7,True,False,False,Scikit-learn,4318,Beginner
8.5,True,True,True,TensorFlow,3323,Junior
9.2,True,False,False,Scikit-learn,62276,Junior
16.4,False,False,True,Scikit-learn,62365,Senior
13.3,True,False,False,PyTorch,68413,Intermediate
0.9,True,True,False,,1989,Beginner
0.68,True,False,True,,55655,Beginner
2.1,True,False,False,,65243,Beginner
3.3,True,False,False,Scikit-learn,41442,Beginner
7.4,True,False,True,,58453,Junior
8.5,True,False,False,Scikit-learn,3011,Junior
1.2,True,False,False,TensorFlow,56344,Beginner
3.0,True,False,False,Scikit-learn,30762,Beginner
7.3,True,False,False,PyTorch,68045,Junior
0.59,True,False,False,Scikit-learn,25876,Beginner
2.3,True,False,False,TensorFlow,59047,Beginner
15.4,True,True,True,TensorFlow,58041,Intermediate
1.2,True,False,True,Keras,187,Beginner
5.4,True,False,True,PyTorch,64,Beginner
0.0,False,False,False,,670,Beginner
2.8,True,False,False,Scikit-learn,3096,Beginner
4.3,False,True,False,,73964,Beginner
0.89,True,False,True,TensorFlow,72031,Beginner
1.8,True,False,False,,58191,Beginner
2.6,True,False,False,TensorFlow,278,Beginner
3.6,True,False,True,Scikit-learn,72011,Beginner
1.5,True,True,False,TensorFlow,4476,Beginner
0.97,True,False,False,Scikit-learn,55090,Beginner
0.37,True,False,False,Scikit-learn,964,Beginner
2.3,True,False,False,,854,Beginner
2.7,True,False,True,Keras,69450,Beginner
2.9,True,True,True,PyTorch,68045,Beginner
12.5,True,True,True,Scikit-learn,37818,Intermediate
5.0,True,False,True,Scikit-learn,96570,Beginner
0.26,True,False,False,,243,Beginner
1.0,False,False,False,,61895,Beginner
9.7,True,True,True,Keras,110544,Junior
2.9,True,False,False,Scikit-learn,69736,Beginner
2.9,True,False,False,PyTorch,71319,Beginner
2.0,True,False,False,,60877,Beginner
20.4,True,False,True,Scikit-learn,123493,Senior
0.32,True,False,False,,61955,Beginner
4.0,True,False,True,Scikit-learn,64266,Beginner
4.6,True,False,False,PyTorch,65420,Beginner
6.3,True,False,True,Scikit-learn,168984,Junior
4.1,True,True,True,Scikit-learn,69822,Beginner
1.2,True,False,False,PyTorch,61088,Beginner
0.65,True,False,True,,75693,Beginner
4.3,True,False,False,Keras,27,Beginner
0.0,False,False,False,,2192,Beginner
2.2,True,True,False,Scikit-learn,46293,Beginner
0.47,True,False,False,Scikit-learn,5731,Beginner
0.55,True,True,True,Scikit-learn,866,Beginner
2.5,True,False,False,Scikit-learn,17400,Beginner
1.9,True,False,False,,55373,Beginner
0.22,True,False,False,TensorFlow,52736,Beginner
2.6,True,False,True,,14966,Beginner
6.9,True,False,True,,473,Junior
2.4,True,False,False,TensorFlow,55752,Beginner
7.2,True,False,False,Scikit-learn,133961,Junior
9.8,True,False,True,Scikit-learn,26857,Junior
2.4,False,True,False,,37174,Beginner
5.5,True,True,False,TensorFlow,24288,Beginner
2.0,True,False,True,,3417,Beginner
1.2,True,True,True,Scikit-learn,63411,Beginner
1.2,True,False,True,TensorFlow,549,Beginner
1.6,True,False,False,Scikit-learn,1740,Beginner
25.7,False,True,True,,94527,Expert
4.8,True,False,False,PyTorch,12,Beginner
9.1,True,False,True,Scikit-learn,203355,Junior
3.1,True,False,False,Scikit-learn,66344,Beginner
0.52,True,True,True,,11298,Beginner
3.7,True,False,False,,69443,Beginner
0.84,True,False,True,Scikit-learn,70414,Beginner
25.4,True,False,True,Keras,44441,Expert
1.7,True,False,False,Scikit-learn,61305,Beginner
4.7,False,True,True,,17876,Beginner
0.25,True,False,False,,64665,Beginner
2.6,False,False,False,,70848,Beginner
2.6,True,False,False,Keras,51969,Beginner
4.7,True,True,True,Keras,70632,Beginner
16.3,True,False,True,Scikit-learn,215574,Senior
3.0,True,True,True,PyTorch,57821,Beginner
1.4,False,False,False,,57096,Beginner
2.5,True,False,False,TensorFlow,67379,Beginner
2.9,True,False,True,Keras,1997,Beginner
4.5,True,False,True,PyTorch,769,Beginner
1.8,True,False,False,PyTorch,42911,Beginner
3.6,True,False,True,Keras,59443,Beginner
1.9,True,False,False,TensorFlow,67432,Beginner
6.7,True,False,False,Keras,432,Junior
8.7,True,False,False,Keras,56136,Junior
1.5,False,False,False,,73074,Beginner
5.6,False,False,True,TensorFlow,3192,Beginner
0.0,False,False,False,,4856,Beginner
0.91,True,False,False,,7513,Beginner
8.8,True,False,True,Keras,56029,Junior
0.3,True,False,False,,5522,Beginner
8.9,True,False,False,Keras,37953,Junior
5.2,True,True,True,TensorFlow,13852,Beginner
1.8,True,False,True,,73087,Beginner
3.3,True,False,False,Keras,65259,Beginner
14.2,True,False,True,TensorFlow,678,Intermediate
2.5,True,False,False,,61734,Beginner
2.5,False,False,False,,549,Beginner
1.3,True,False,False,Keras,67711,Beginner
1.1,True,False,False,Keras,757,Beginner
28.2,False,False,False,Scikit-learn,192361,Expert
0.51,True,False,False,Scikit-learn,20066,Beginner
2.3,True,False,True,Scikit-learn,1433,Beginner
4.8,True,False,False,PyTorch,1607,Beginner
1.6,True,False,False,Scikit-learn,61291,Beginner
10.6,True,True,True,TensorFlow,898,Junior
0.0,False,False,False,,1403,Beginner
2.4,True,False,False,TensorFlow,8235,Beginner
0.51,True,False,True,PyTorch,25545,Beginner
2.7,True,True,True,TensorFlow,53540,Beginner
2.6,True,False,False,Scikit-learn,66467,Beginner
0.68,True,False,False,,64685,Beginner
3.9,True,False,False,TensorFlow,57398,Beginner
7.5,True,False,False,Keras,42172,Junior
3.5,True,False,False,Scikit-learn,770,Beginner
0.0,False,False,False,,13800,Beginner
7.5,True,False,False,Keras,68103,Junior
25.5,True,False,True,TensorFlow,99156,Expert
1.5,True,False,False,Scikit-learn,64007,Beginner
12.6,True,False,True,Scikit-learn,46123,Intermediate
0.72,False,False,False,,51204,Beginner
0.83,True,True,False,Keras,7,Beginner
1.6,True,False,False,,106,Beginner
5.5,True,True,True,Keras,27242,Beginner
1.6,False,True,False,,66067,Beginner
4.1,True,False,False,Keras,11435,Beginner
0.73,True,False,True,,54825,Beginner
20.3,True,False,True,,97849,Senior
20.8,True,True,True,Scikit-learn,31133,Senior
4.6,True,False,False,Scikit-learn,216824,Beginner
3.9,False,True,True,,53934,Beginner
0.0,False,False,False,,294,Beginner
1.6,False,False,False,,53679,Beginner
2.8,True,False,True,,865,Beginner
3.0,True,False,True,Scikit-learn,66977,Beginner
2.4,True,True,True,Scikit-learn,64606,Beginner
2.3,True,False,True,TensorFlow,47176,Beginner
0.64,True,False,True,Scikit-learn,72579,Beginner
0.83,False,False,False,,67035,Beginner
2.1,True,False,True,PyTorch,19860,Beginner
3.2,True,False,True,PyTorch,6462,Beginner
0.0,False,False,False,,15449,Beginner
1.0,True,False,False,,304,Beginner
7.7,True,False,False,PyTorch,762,Junior
3.8,True,True,False,Keras,50101,Beginner
4.1,True,False,True,Scikit-learn,9290,Beginner
1.9,True,False,True,TensorFlow,7345,Beginner
